item,itemLabel,parentTaxon
http://www.wikidata.org/entity/Q851411,射水市,162116
http://www.wikidata.org/entity/Q1203975,天龍村,204137
http://www.wikidata.org/entity/Q847577,裾野市,222208
http://www.wikidata.org/entity/Q857225,守山市,252077
http://www.wikidata.org/entity/Q847334,御所市,292087
http://www.wikidata.org/entity/Q1351649,北島町,364029
http://www.wikidata.org/entity/Q1206371,仁淀川町,393878
http://www.wikidata.org/entity/Q1156035,四万十町,394122
http://www.wikidata.org/entity/Q861296,直方市,402044
http://www.wikidata.org/entity/Q876926,北区,431052
http://www.wikidata.org/entity/Q734479,八代市,432024
http://www.wikidata.org/entity/Q1043338,泉区,041050
http://www.wikidata.org/entity/Q270814,石巻市,042021
http://www.wikidata.org/entity/Q873565,本庄市,112119
http://www.wikidata.org/entity/Q824009,狭山市,112151
http://www.wikidata.org/entity/Q857285,北本市,112330
http://www.wikidata.org/entity/Q783333,越生町,113271
http://www.wikidata.org/entity/Q236680,豊島区,131164
http://www.wikidata.org/entity/Q386661,藤沢市,142051
http://www.wikidata.org/entity/Q1204461,大桑村,204307
http://www.wikidata.org/entity/Q1347536,木曽町,204323
http://www.wikidata.org/entity/Q1203963,多気町,244414
http://www.wikidata.org/entity/Q634011,藤井寺市,272264
http://www.wikidata.org/entity/Q1203167,上北山村,294519
http://www.wikidata.org/entity/Q851114,安来市,322067
http://www.wikidata.org/entity/Q63442,南区,341037
http://www.wikidata.org/entity/Q1206025,大町町,414239
http://www.wikidata.org/entity/Q1184728,山江村,435121
http://www.wikidata.org/entity/Q964194,川南町,454052
http://www.wikidata.org/entity/Q117604,名護市,472093
http://www.wikidata.org/entity/Q647388,白石区,011045
http://www.wikidata.org/entity/Q1203274,明和町,105228
http://www.wikidata.org/entity/Q273798,成田市,122114
http://www.wikidata.org/entity/Q1202613,開成町,143669
http://www.wikidata.org/entity/Q857293,加茂市,152099
http://www.wikidata.org/entity/Q1348971,小川村,205885
http://www.wikidata.org/entity/Q819595,羽島市,212091
http://www.wikidata.org/entity/Q1204459,長泉町,223425
http://www.wikidata.org/entity/Q816734,高浜市,232271
http://www.wikidata.org/entity/Q502407,清須市,232335
http://www.wikidata.org/entity/Q742160,四條畷市,272299
http://www.wikidata.org/entity/Q728218,太宰府市,402214
http://www.wikidata.org/entity/Q768356,古賀市,402231
http://www.wikidata.org/entity/Q847546,佐伯市,442054
http://www.wikidata.org/entity/Q1350822,綾町,453838
http://www.wikidata.org/entity/Q1203891,高山村,104281
http://www.wikidata.org/entity/Q850472,飯能市,112097
http://www.wikidata.org/entity/Q673010,蕨市,112232
http://www.wikidata.org/entity/Q858367,匝瑳市,122351
http://www.wikidata.org/entity/Q232624,荒川区,131181
http://www.wikidata.org/entity/Q213278,小平市,132110
http://www.wikidata.org/entity/Q1354853,二宮町,143421
http://www.wikidata.org/entity/Q1202796,松田町,143634
http://www.wikidata.org/entity/Q1349353,穴水町,174611
http://www.wikidata.org/entity/Q1204384,鳴沢村,194298
http://www.wikidata.org/entity/Q850461,須坂市,202070
http://www.wikidata.org/entity/Q1155209,緑区,231142
http://www.wikidata.org/entity/Q34600,京都市,261009
http://www.wikidata.org/entity/Q861246,長岡京市,262099
http://www.wikidata.org/entity/Q1203224,宇治田原町,263443
http://www.wikidata.org/entity/Q1352491,豊能町,273210
http://www.wikidata.org/entity/Q1078801,長田区,281069
http://www.wikidata.org/entity/Q127264,山口県,350001
http://www.wikidata.org/entity/Q1206376,芸西村,393070
http://www.wikidata.org/entity/Q1206441,大豊町,393444
http://www.wikidata.org/entity/Q1350193,中土佐町,394017
http://www.wikidata.org/entity/Q1206282,東峰村,404489
http://www.wikidata.org/entity/Q1350985,徳之島町,465305
http://www.wikidata.org/entity/Q1357097,秩父別町,014346
http://www.wikidata.org/entity/Q1155682,大河原町,043214
http://www.wikidata.org/entity/Q1155902,涌谷町,045012
http://www.wikidata.org/entity/Q873590,ふじみ野市,112453
http://www.wikidata.org/entity/Q925875,鳩山町,113484
http://www.wikidata.org/entity/Q1075859,美浜区,121061
http://www.wikidata.org/entity/Q648466,御宿町,124435
http://www.wikidata.org/entity/Q213464,足立区,131211
http://www.wikidata.org/entity/Q817273,三条市,152048
http://www.wikidata.org/entity/Q1346895,立科町,203246
http://www.wikidata.org/entity/Q522462,飯島町,203840
http://www.wikidata.org/entity/Q427600,関ケ原町,213624
http://www.wikidata.org/entity/Q850527,牧之原市,222267
http://www.wikidata.org/entity/Q1155245,天白区,231169
http://www.wikidata.org/entity/Q499493,瀬戸市,232041
http://www.wikidata.org/entity/Q960258,此花区,271047
http://www.wikidata.org/entity/Q1347149,島本町,273015
http://www.wikidata.org/entity/Q304266,田辺市,302066
http://www.wikidata.org/entity/Q1345889,有田川町,303666
http://www.wikidata.org/entity/Q207321,松江市,322016
http://www.wikidata.org/entity/Q653372,東広島市,342122
http://www.wikidata.org/entity/Q855059,坂出市,372030
http://www.wikidata.org/entity/Q1350804,上島町,383562
http://www.wikidata.org/entity/Q1206551,大川村,393649
http://www.wikidata.org/entity/Q699764,竹富町,473812
http://www.wikidata.org/entity/Q1354242,八雲町,013463
http://www.wikidata.org/entity/Q1307166,小坂町,053031
http://www.wikidata.org/entity/Q1203059,神流町,103675
http://www.wikidata.org/entity/Q1345636,川場村,104442
http://www.wikidata.org/entity/Q319743,柏市,122173
http://www.wikidata.org/entity/Q1196636,青ヶ島村,134023
http://www.wikidata.org/entity/Q1076769,多摩区,141356
http://www.wikidata.org/entity/Q711744,江南区,151041
http://www.wikidata.org/entity/Q582289,上越市,152226
http://www.wikidata.org/entity/Q1204302,上市町,163228
http://www.wikidata.org/entity/Q1203583,和束町,263656
http://www.wikidata.org/entity/Q876485,中央区,271284
http://www.wikidata.org/entity/Q694154,守口市,272094
http://www.wikidata.org/entity/Q696412,和泉市,272191
http://www.wikidata.org/entity/Q1156116,若桜町,313254
http://www.wikidata.org/entity/Q1351015,鬼北町,384887
http://www.wikidata.org/entity/Q431889,室戸市,392022
http://www.wikidata.org/entity/Q735494,本山町,393410
http://www.wikidata.org/entity/Q209785,市川市,122033
http://www.wikidata.org/entity/Q853835,美濃市,212075
http://www.wikidata.org/entity/Q1206001,那珂川市,402311
http://www.wikidata.org/entity/Q1354431,積丹町,014052
http://www.wikidata.org/entity/Q823489,白石市,042064
http://www.wikidata.org/entity/Q1202754,栄町,123293
http://www.wikidata.org/entity/Q1349039,若狭町,185019
http://www.wikidata.org/entity/Q666049,中央市,192147
http://www.wikidata.org/entity/Q1202620,北相木村,203076
http://www.wikidata.org/entity/Q850380,御前崎市,222232
http://www.wikidata.org/entity/Q131314,和歌山県,300004
http://www.wikidata.org/entity/Q207309,徳島市,362018
http://www.wikidata.org/entity/Q1205943,石井町,363413
http://www.wikidata.org/entity/Q1206664,雄武町,015636
http://www.wikidata.org/entity/Q1362344,野辺地町,024015
http://www.wikidata.org/entity/Q1062270,桜区,111066
http://www.wikidata.org/entity/Q219576,檜原村,133078
http://www.wikidata.org/entity/Q1203765,入善町,163422
http://www.wikidata.org/entity/Q844852,上田市,202037
http://www.wikidata.org/entity/Q840888,伊那市,202096
http://www.wikidata.org/entity/Q643878,摂津市,272248
http://www.wikidata.org/entity/Q911717,小野市,282189
http://www.wikidata.org/entity/Q1345541,日高町,303828
http://www.wikidata.org/entity/Q415372,赤磐市,332135
http://www.wikidata.org/entity/Q1352479,神石高原町,345458
http://www.wikidata.org/entity/Q1156308,津野町,394114
http://www.wikidata.org/entity/Q188806,北九州市,401005
http://www.wikidata.org/entity/Q875464,東区,431028
http://www.wikidata.org/entity/Q386968,日田市,442046
http://www.wikidata.org/entity/Q845792,臼杵市,442062
http://www.wikidata.org/entity/Q328596,伊勢崎市,102041
http://www.wikidata.org/entity/Q823874,戸田市,112241
http://www.wikidata.org/entity/Q179691,新潟市,151009
http://www.wikidata.org/entity/Q824000,南アルプス市,192082
http://www.wikidata.org/entity/Q7385654,竜洋町,224839
http://www.wikidata.org/entity/Q1203868,阿久比町,234419
http://www.wikidata.org/entity/Q587348,玉城町,244619
http://www.wikidata.org/entity/Q1347139,忠岡町,273414
http://www.wikidata.org/entity/Q661038,福山市,342076
http://www.wikidata.org/entity/Q1206006,東みよし町,364894
http://www.wikidata.org/entity/Q130308,熊本県,430005
http://www.wikidata.org/entity/Q1352182,美郷町,454311
http://www.wikidata.org/entity/Q1354219,乙部町,013641
http://www.wikidata.org/entity/Q1203366,長野原町,104248
http://www.wikidata.org/entity/Q873521,南房総市,122343
http://www.wikidata.org/entity/Q646898,小松市,172031
http://www.wikidata.org/entity/Q1347526,南越前町,184047
http://www.wikidata.org/entity/Q1204435,身延町,193658
http://www.wikidata.org/entity/Q819653,恵那市,212105
http://www.wikidata.org/entity/Q1203533,函南町,223255
http://www.wikidata.org/entity/Q1202789,吉田町,224243
http://www.wikidata.org/entity/Q622620,東海市,232220
http://www.wikidata.org/entity/Q223496,知立市,232254
http://www.wikidata.org/entity/Q694370,綾部市,262030
http://www.wikidata.org/entity/Q861256,平野区,271268
http://www.wikidata.org/entity/Q819572,河内長野市,272167
http://www.wikidata.org/entity/Q496080,門真市,272230
http://www.wikidata.org/entity/Q1156216,奥出雲町,323438
http://www.wikidata.org/entity/Q1205663,大崎上島町,344311
http://www.wikidata.org/entity/Q1071779,早良区,401374
http://www.wikidata.org/entity/Q850373,うきは市,402257
http://www.wikidata.org/entity/Q1374364,松前町,013315
http://www.wikidata.org/entity/Q1349124,おいらせ町,024121
http://www.wikidata.org/entity/Q1362324,五戸町,024422
http://www.wikidata.org/entity/Q201613,前橋市,102016
http://www.wikidata.org/entity/Q1075905,稲毛区,121037
http://www.wikidata.org/entity/Q1490,東京都,130001
http://www.wikidata.org/entity/Q1074185,東京都庁,130001
http://www.wikidata.org/entity/Q671040,箱根町,143821
http://www.wikidata.org/entity/Q384981,おおい町,184837
http://www.wikidata.org/entity/Q1204111,根羽村,204102
http://www.wikidata.org/entity/Q726418,小山町,223441
http://www.wikidata.org/entity/Q270810,一宮市,232033
http://www.wikidata.org/entity/Q648275,岩倉市,232289
http://www.wikidata.org/entity/Q1042504,北区,271462
http://www.wikidata.org/entity/Q1354884,紀美野町,303046
http://www.wikidata.org/entity/Q877177,多久市,412040
http://www.wikidata.org/entity/Q37951,札幌市,011002
http://www.wikidata.org/entity/Q496702,五所川原市,022055
http://www.wikidata.org/entity/Q128186,埼玉県,110001
http://www.wikidata.org/entity/Q847565,羽生市,112160
http://www.wikidata.org/entity/Q1345351,杉戸町,114642
http://www.wikidata.org/entity/Q1203194,長南町,124273
http://www.wikidata.org/entity/Q1354993,御蔵島村,133825
http://www.wikidata.org/entity/Q127513,神奈川県,140007
http://www.wikidata.org/entity/Q1202786,真鶴町,143839
http://www.wikidata.org/entity/Q711787,中央区,151033
http://www.wikidata.org/entity/Q1204293,聖籠町,153079
http://www.wikidata.org/entity/Q823896,輪島市,172049
http://www.wikidata.org/entity/Q658912,能美市,172111
http://www.wikidata.org/entity/Q615719,青木村,203491
http://www.wikidata.org/entity/Q1203314,阿南町,204048
http://www.wikidata.org/entity/Q1347517,生坂村,204480
http://www.wikidata.org/entity/Q819689,多治見市,212041
http://www.wikidata.org/entity/Q1207921,中区,231061
http://www.wikidata.org/entity/Q202907,大津市,252018
http://www.wikidata.org/entity/Q326956,宇治市,262048
http://www.wikidata.org/entity/Q1072574,千早赤阪村,273830
http://www.wikidata.org/entity/Q1202681,高取町,294012
http://www.wikidata.org/entity/Q1206036,大月町,394246
http://www.wikidata.org/entity/Q858184,若松区,401030
http://www.wikidata.org/entity/Q1357054,東神楽町,014532
http://www.wikidata.org/entity/Q1365488,清里町,015466
http://www.wikidata.org/entity/Q387136,川口市,112038
http://www.wikidata.org/entity/Q646834,朝霞市,112275
http://www.wikidata.org/entity/Q1345311,小鹿野町,113654
http://www.wikidata.org/entity/Q498023,富津市,122262
http://www.wikidata.org/entity/Q1204583,出雲崎町,154059
http://www.wikidata.org/entity/Q1203126,売木村,204129
http://www.wikidata.org/entity/Q641491,各務原市,212130
http://www.wikidata.org/entity/Q1203861,河津町,223026
http://www.wikidata.org/entity/Q332825,弥富市,232351
http://www.wikidata.org/entity/Q750573,舞鶴市,262021
http://www.wikidata.org/entity/Q243863,東大阪市,272272
http://www.wikidata.org/entity/Q823967,宝塚市,282146
http://www.wikidata.org/entity/Q1155179,上郡町,284815
http://www.wikidata.org/entity/Q1346830,広陵町,294268
http://www.wikidata.org/entity/Q1350904,板野町,364045
http://www.wikidata.org/entity/Q850492,八女市,402109
http://www.wikidata.org/entity/Q496667,室蘭市,012050
http://www.wikidata.org/entity/Q502981,宮古市,032026
http://www.wikidata.org/entity/Q1345277,横瀬町,113611
http://www.wikidata.org/entity/Q1342834,東庄町,123498
http://www.wikidata.org/entity/Q1155155,田上町,153613
http://www.wikidata.org/entity/Q1204436,早川町,193640
http://www.wikidata.org/entity/Q1204211,下諏訪町,203611
http://www.wikidata.org/entity/Q45798,岐阜市,212016
http://www.wikidata.org/entity/Q863758,伊豆の国市,222259
http://www.wikidata.org/entity/Q816736,津島市,232084
http://www.wikidata.org/entity/Q1203960,大口町,233617
http://www.wikidata.org/entity/Q857202,さぬき市,372064
http://www.wikidata.org/entity/Q429373,四街道市,122289
http://www.wikidata.org/entity/Q646805,南砺市,162108
http://www.wikidata.org/entity/Q902559,泰阜村,204145
http://www.wikidata.org/entity/Q1348962,坂城町,205214
http://www.wikidata.org/entity/Q985701,東成区,271152
http://www.wikidata.org/entity/Q1204681,大衡村,044245
http://www.wikidata.org/entity/Q1203661,片品村,104434
http://www.wikidata.org/entity/Q240480,あきる野市,132284
http://www.wikidata.org/entity/Q1204802,南部町,193666
http://www.wikidata.org/entity/Q1204123,御代田町,203238
http://www.wikidata.org/entity/Q131320,静岡県,220001
http://www.wikidata.org/entity/Q131358,滋賀県,250007
http://www.wikidata.org/entity/Q468765,宇部市,352021
http://www.wikidata.org/entity/Q1079635,中央区,011011
http://www.wikidata.org/entity/Q267894,稚内市,012149
http://www.wikidata.org/entity/Q1043331,太白区,041041
http://www.wikidata.org/entity/Q1076743,浦和市,112046
http://www.wikidata.org/entity/Q696925,入間市,112259
http://www.wikidata.org/entity/Q328625,流山市,122203
http://www.wikidata.org/entity/Q317813,福生市,132187
http://www.wikidata.org/entity/Q1153920,都筑区,141186
http://www.wikidata.org/entity/Q850352,魚沼市,152251
http://www.wikidata.org/entity/Q696407,白山市,172103
http://www.wikidata.org/entity/Q1202765,東白川村,215074
http://www.wikidata.org/entity/Q1075455,中京区,261041
http://www.wikidata.org/entity/Q1203688,市川町,284424
http://www.wikidata.org/entity/Q73729,西区,341045
http://www.wikidata.org/entity/Q419392,安芸高田市,342149
http://www.wikidata.org/entity/Q1354919,和木町,353213
http://www.wikidata.org/entity/Q461020,今治市,382027
http://www.wikidata.org/entity/Q1351134,久万高原町,383864
http://www.wikidata.org/entity/Q1205793,吉富町,406422
http://www.wikidata.org/entity/Q1156411,長洲町,433683
http://www.wikidata.org/entity/Q1206723,日之影町,454427
http://www.wikidata.org/entity/Q15734,出水市,462080
http://www.wikidata.org/entity/Q858382,曽於市,462179
http://www.wikidata.org/entity/Q1365442,訓子府町,015491
http://www.wikidata.org/entity/Q1357667,池田町,016446
http://www.wikidata.org/entity/Q857256,蓮田市,112381
http://www.wikidata.org/entity/Q1346191,大多喜町,124419
http://www.wikidata.org/entity/Q1153953,旭区,141127
http://www.wikidata.org/entity/Q230843,逗子市,142085
http://www.wikidata.org/entity/Q734520,伊勢原市,142140
http://www.wikidata.org/entity/Q838652,中野市,202118
http://www.wikidata.org/entity/Q1347404,南箕輪村,203858
http://www.wikidata.org/entity/Q203027,津市,242012
http://www.wikidata.org/entity/Q240891,東近江市,252131
http://www.wikidata.org/entity/Q817965,池田市,272043
http://www.wikidata.org/entity/Q209801,姫路市,282014
http://www.wikidata.org/entity/Q841125,津山市,332038
http://www.wikidata.org/entity/Q1184741,錦町,435015
http://www.wikidata.org/entity/Q1134027,南区,011061
http://www.wikidata.org/entity/Q1210152,上士幌町,016331
http://www.wikidata.org/entity/Q1075882,花見川区,121029
http://www.wikidata.org/entity/Q132720,山梨県,190004
http://www.wikidata.org/entity/Q840610,山梨市,192058
http://www.wikidata.org/entity/Q1204275,王滝村,204293
http://www.wikidata.org/entity/Q1131075,西区,221333
http://www.wikidata.org/entity/Q819629,鳥羽市,242110
http://www.wikidata.org/entity/Q1321832,左京区,261033
http://www.wikidata.org/entity/Q633996,亀岡市,262064
http://www.wikidata.org/entity/Q270912,枚方市,272108
http://www.wikidata.org/entity/Q838809,泉南市,272281
http://www.wikidata.org/entity/Q838669,大和高田市,292028
http://www.wikidata.org/entity/Q1205685,那賀町,363685
http://www.wikidata.org/entity/Q725518,芦屋町,403814
http://www.wikidata.org/entity/Q1206308,南風原町,473502
http://www.wikidata.org/entity/Q497952,越谷市,112224
http://www.wikidata.org/entity/Q1204394,山中湖村,194255
http://www.wikidata.org/entity/Q384926,大垣市,212024
http://www.wikidata.org/entity/Q1131477,北区,221350
http://www.wikidata.org/entity/Q265050,東郷町,233021
http://www.wikidata.org/entity/Q657843,有田市,302040
http://www.wikidata.org/entity/Q1205194,平生町,353442
http://www.wikidata.org/entity/Q385762,大野城市,402192
http://www.wikidata.org/entity/Q942035,東彼杵町,423211
http://www.wikidata.org/entity/Q15720,薩摩川内市,462152
http://www.wikidata.org/entity/Q842279,歌志内市,012271
http://www.wikidata.org/entity/Q204249,水戸市,082015
http://www.wikidata.org/entity/Q200267,鎌倉市,142042
http://www.wikidata.org/entity/Q248723,甲州市,192139
http://www.wikidata.org/entity/Q1203862,東山区,261050
http://www.wikidata.org/entity/Q1077022,下京区,261068
http://www.wikidata.org/entity/Q1365114,港区,271071
http://www.wikidata.org/entity/Q1156182,江府町,314030
http://www.wikidata.org/entity/Q686775,府中市,342084
http://www.wikidata.org/entity/Q1349102,小豆島町,373249
http://www.wikidata.org/entity/Q1206089,久山町,403482
http://www.wikidata.org/entity/Q160420,佐賀県,410004
http://www.wikidata.org/entity/Q990392,神埼市,412104
http://www.wikidata.org/entity/Q1156401,玉東町,433641
http://www.wikidata.org/entity/Q524318,古平町,014061
http://www.wikidata.org/entity/Q1355434,愛別町,014567
http://www.wikidata.org/entity/Q1357226,上富良野町,014605
http://www.wikidata.org/entity/Q1023773,千代田町,105236
http://www.wikidata.org/entity/Q319740,川越市,112011
http://www.wikidata.org/entity/Q155317,宮代町,114421
http://www.wikidata.org/entity/Q215175,江東区,131083
http://www.wikidata.org/entity/Q242882,西東京市,132292
http://www.wikidata.org/entity/Q532346,湯河原町,143847
http://www.wikidata.org/entity/Q526760,砺波市,162086
http://www.wikidata.org/entity/Q201618,福井市,182010
http://www.wikidata.org/entity/Q647508,富士吉田市,192023
http://www.wikidata.org/entity/Q270806,安城市,232122
http://www.wikidata.org/entity/Q1203791,紀北町,245437
http://www.wikidata.org/entity/Q3355306,福知山市,262013
http://www.wikidata.org/entity/Q1203490,久御山町,263222
http://www.wikidata.org/entity/Q819670,阪南市,272329
http://www.wikidata.org/entity/Q1206790,新上五島町,424111
http://www.wikidata.org/entity/Q1355616,幌加内町,014729
http://www.wikidata.org/entity/Q782157,酒々井町,123226
http://www.wikidata.org/entity/Q212494,昭島市,132071
http://www.wikidata.org/entity/Q578824,東区,231029
http://www.wikidata.org/entity/Q128196,三重県,240001
http://www.wikidata.org/entity/Q817276,城陽市,262072
http://www.wikidata.org/entity/Q1350060,直島町,373648
http://www.wikidata.org/entity/Q328605,飯塚市,402052
http://www.wikidata.org/entity/Q199889,熊本市,431001
http://www.wikidata.org/entity/Q1347692,蓬田村,023043
http://www.wikidata.org/entity/Q210661,武蔵野市,132039
http://www.wikidata.org/entity/Q1041779,麻生区,141372
http://www.wikidata.org/entity/Q131281,石川県,170003
http://www.wikidata.org/entity/Q179757,千曲市,202185
http://www.wikidata.org/entity/Q490928,富田林市,272141
http://www.wikidata.org/entity/Q34664,広島市,341002
http://www.wikidata.org/entity/Q1351244,波佐見町,423238
http://www.wikidata.org/entity/Q1357239,上砂川町,014257
http://www.wikidata.org/entity/Q1156169,南部町,313891
http://www.wikidata.org/entity/Q649948,小国町,434248
http://www.wikidata.org/entity/Q638296,八街市,122301
http://www.wikidata.org/entity/Q850524,南魚沼市,152269
http://www.wikidata.org/entity/Q317844,西尾市,232131
http://www.wikidata.org/entity/Q386635,彦根市,252026
http://www.wikidata.org/entity/Q328610,生駒市,292095
http://www.wikidata.org/entity/Q852116,中区,331023
http://www.wikidata.org/entity/Q840580,津久見市,442071
http://www.wikidata.org/entity/Q714628,留萌市,012122
http://www.wikidata.org/entity/Q1348760,白老町,015784
http://www.wikidata.org/entity/Q1131743,若林区,041033
http://www.wikidata.org/entity/Q1347432,村田町,043222
http://www.wikidata.org/entity/Q44830,栃木市,092037
http://www.wikidata.org/entity/Q133879,福井県,180009
http://www.wikidata.org/entity/Q959501,宮田村,203882
http://www.wikidata.org/entity/Q857243,郡上市,212199
http://www.wikidata.org/entity/Q389537,小牧市,232190
http://www.wikidata.org/entity/Q166183,名張市,242080
http://www.wikidata.org/entity/Q1042487,中区,271420
http://www.wikidata.org/entity/Q1346392,王寺町,294250
http://www.wikidata.org/entity/Q1042680,南区,331040
http://www.wikidata.org/entity/Q863754,井原市,332071
http://www.wikidata.org/entity/Q1156120,和気町,333468
http://www.wikidata.org/entity/Q865506,江田島市,342157
http://www.wikidata.org/entity/Q626118,荒尾市,432041
http://www.wikidata.org/entity/Q1345322,白岡市,112461
http://www.wikidata.org/entity/Q637913,東金市,122131
http://www.wikidata.org/entity/Q179645,新宿区,131041
http://www.wikidata.org/entity/Q210667,調布市,132080
http://www.wikidata.org/entity/Q849434,笛吹市,192112
http://www.wikidata.org/entity/Q1204259,丹波山村,194433
http://www.wikidata.org/entity/Q1743742,木祖村,204251
http://www.wikidata.org/entity/Q847607,三田市,282197
http://www.wikidata.org/entity/Q118213,大和郡山市,292036
http://www.wikidata.org/entity/Q1345505,日高川町,303925
http://www.wikidata.org/entity/Q1346882,上富田町,304042
http://www.wikidata.org/entity/Q1204860,日南町,314013
http://www.wikidata.org/entity/Q385598,邑南町,324493
http://www.wikidata.org/entity/Q1204574,安芸太田町,343684
http://www.wikidata.org/entity/Q720625,朝倉市,402281
http://www.wikidata.org/entity/Q1206263,桂川町,404217
http://www.wikidata.org/entity/Q1072651,築上町,406473
http://www.wikidata.org/entity/Q1205938,西和賀町,033669
http://www.wikidata.org/entity/Q243859,我孫子市,122220
http://www.wikidata.org/entity/Q858357,香取市,122360
http://www.wikidata.org/entity/Q1203662,浜北区,221368
http://www.wikidata.org/entity/Q1207982,港区,231118
http://www.wikidata.org/entity/Q15754,南さつま市,462209
http://www.wikidata.org/entity/Q1205996,和泊町,465330
http://www.wikidata.org/entity/Q1206643,与論町,465356
http://www.wikidata.org/entity/Q942358,妹背牛町,014338
http://www.wikidata.org/entity/Q385080,大泉町,105244
http://www.wikidata.org/entity/Q1029251,南区,111082
http://www.wikidata.org/entity/Q1154806,日の出町,133051
http://www.wikidata.org/entity/Q1076736,高津区,141348
http://www.wikidata.org/entity/Q851030,上野原市,192121
http://www.wikidata.org/entity/Q1204286,栄村,206024
http://www.wikidata.org/entity/Q11751,名古屋市,231002
http://www.wikidata.org/entity/Q1203708,度会町,244708
http://www.wikidata.org/entity/Q877164,加東市,282286
http://www.wikidata.org/entity/Q863739,笠岡市,332054
http://www.wikidata.org/entity/Q1205739,越知町,394033
http://www.wikidata.org/entity/Q861292,人吉市,432032
http://www.wikidata.org/entity/Q850508,竹田市,442089
http://www.wikidata.org/entity/Q714636,宮古島市,472140
http://www.wikidata.org/entity/Q1205173,富谷市,042161
http://www.wikidata.org/entity/Q1204478,色麻町,044440
http://www.wikidata.org/entity/Q1345287,上里町,113859
http://www.wikidata.org/entity/Q782103,瑞穂市,212164
http://www.wikidata.org/entity/Q1204285,岐南町,213021
http://www.wikidata.org/entity/Q48320,神戸市,281000
http://www.wikidata.org/entity/Q642006,倉吉市,312037
http://www.wikidata.org/entity/Q543193,西ノ島町,325261
http://www.wikidata.org/entity/Q1204968,知夫村,325279
http://www.wikidata.org/entity/Q861270,観音寺市,372056
http://www.wikidata.org/entity/Q1350858,佐々町,423912
http://www.wikidata.org/entity/Q1206737,高鍋町,454010
http://www.wikidata.org/entity/Q1348684,小平町,014826
http://www.wikidata.org/entity/Q213263,多摩市,132241
http://www.wikidata.org/entity/Q819613,魚津市,162043
http://www.wikidata.org/entity/Q588091,川上村,203041
http://www.wikidata.org/entity/Q930396,長久手市,232386
http://www.wikidata.org/entity/Q386677,草津市,252069
http://www.wikidata.org/entity/Q133935,鳥取県,310000
http://www.wikidata.org/entity/Q974969,勝浦町,363014
http://www.wikidata.org/entity/Q1206355,佐那河内村,363219
http://www.wikidata.org/entity/Q166946,四万十市,392103
http://www.wikidata.org/entity/Q1206286,檮原町,394050
http://www.wikidata.org/entity/Q1346985,滑川町,113417
http://www.wikidata.org/entity/Q201932,甲府市,192015
http://www.wikidata.org/entity/Q773311,山県市,212156
http://www.wikidata.org/entity/Q328613,富士市,222101
http://www.wikidata.org/entity/Q1204086,東員町,243248
http://www.wikidata.org/entity/Q937037,豊郷町,254410
http://www.wikidata.org/entity/Q490594,淀川区,271233
http://www.wikidata.org/entity/Q1155267,猪名川町,283011
http://www.wikidata.org/entity/Q1155186,太子町,284645
http://www.wikidata.org/entity/Q73718,佐伯区,341088
http://www.wikidata.org/entity/Q1204737,府中町,343021
http://www.wikidata.org/entity/Q1206958,白石町,414255
http://www.wikidata.org/entity/Q328000,佐世保市,422029
http://www.wikidata.org/entity/Q1354230,厚真町,015814
http://www.wikidata.org/entity/Q132929,富山県,160008
http://www.wikidata.org/entity/Q432027,内灘町,173657
http://www.wikidata.org/entity/Q1203308,大野町,214035
http://www.wikidata.org/entity/Q653364,熱海市,222054
http://www.wikidata.org/entity/Q389562,稲沢市,232203
http://www.wikidata.org/entity/Q752397,明日香村,294021
http://www.wikidata.org/entity/Q63444,安佐北区,341061
http://www.wikidata.org/entity/Q850388,日向市,452068
http://www.wikidata.org/entity/Q1205885,中種子町,465011
http://www.wikidata.org/entity/Q853821,瑞浪市,212083
http://www.wikidata.org/entity/Q1087560,竜王町,253847
http://www.wikidata.org/entity/Q1203064,下市町,294438
http://www.wikidata.org/entity/Q911709,菊池市,432105
http://www.wikidata.org/entity/Q543313,吉見町,113476
http://www.wikidata.org/entity/Q269634,立川市,132021
http://www.wikidata.org/entity/Q208818,府中市,132063
http://www.wikidata.org/entity/Q145333,座間市,142166
http://www.wikidata.org/entity/Q601950,新発田市,152064
http://www.wikidata.org/entity/Q279642,妙高市,152170
http://www.wikidata.org/entity/Q31238,三木市,282154
http://www.wikidata.org/entity/Q877196,丹波市,282235
http://www.wikidata.org/entity/Q1343733,串本町,304280
http://www.wikidata.org/entity/Q736897,廿日市市,342131
http://www.wikidata.org/entity/Q1351153,美波町,363871
http://www.wikidata.org/entity/Q1205954,海陽町,363880
http://www.wikidata.org/entity/Q385248,大川市,402125
http://www.wikidata.org/entity/Q1156406,大津町,434035
http://www.wikidata.org/entity/Q317830,東久留米市,132225
http://www.wikidata.org/entity/Q164234,川崎市,141305
http://www.wikidata.org/entity/Q763885,南相木村,203068
http://www.wikidata.org/entity/Q1042499,西区,271446
http://www.wikidata.org/entity/Q335423,高槻市,272078
http://www.wikidata.org/entity/Q26406,明石市,282031
http://www.wikidata.org/entity/Q1206635,小竹町,404012
http://www.wikidata.org/entity/Q1184795,日出町,443417
http://www.wikidata.org/entity/Q1204596,倶知安町,014001
http://www.wikidata.org/entity/Q1205377,大和町,044211
http://www.wikidata.org/entity/Q330007,国立市,132152
http://www.wikidata.org/entity/Q1204430,舟橋村,163210
