raw_remote_id,name,kana,elevation_m,unified_poi_id,description_text
12-54,輪撫山,わなでやま,672.1,27504,
12-55,八若山,はちわかやま,405,27505,
12-56,細島山,ほそじまやま,928.8,27506,
12-57,大門山,だいもんざん,1571.6,677,
12-58,多子津山,たごつやま,1311,7463,
12-59,月ヶ原山,つきがはらやま,1169.8,7464,
12-60,赤堂山,あかんどやま,1059,7453,
12-61,大倉山,おおくらやま,1004.6,7465,
12-62,順尾山,じゅんのざん,883,7483,
12-63,コイト山,こいとやま,723.1,23486,
12-64,赤摩木古山,あかまっこやま,1501,7461,
12-65,見越山,みこしやま,1621,7459,
12-66,奈良岳,ならだけ,1644.3,7458,
12-67,前笈ヶ岳,まえおいずるがたけ,1522.1,20785,
12-68,天ノ又,てんのまた,1550,28709,新規
12-69,大笠山,おおがさやま,1821.8,678,
12-70,宝剣岳,ほうけんだけ,1741,20724,
12-71,錫杖岳,しゃくじょうだけ,1780,27920,
12-72,笈ヶ岳,おいずるがたけ,1841.4,679,
