item,extract
http://www.wikidata.org/entity/Q11443944,太平山（おおひらさん）は、栃木県南部の栃木市にある山である。
http://www.wikidata.org/entity/Q11444474,太白山（たいはくさん）は、宮城県仙台市太白区茂庭にある山である。
http://www.wikidata.org/entity/Q11444488,大竜寺山（たいりゅうじやま）とは、徳島県阿南市と那賀町との境にある山である。
http://www.wikidata.org/entity/Q11444527,"太郎山（たろうやま）は、富山県富山市南東部にある標高2,373 mの立山連峰の山。"
http://www.wikidata.org/entity/Q11445015,"奈良倉山（ならくらやま）は、山梨県大月市と北都留郡小菅村の境にある標高 1,348.9m の山。"
http://www.wikidata.org/entity/Q11445062,"奈良岳（ならだけ）は、石川県金沢市と白山市、富山県南砺市の3市にまたがる標高1,644mの両白山地北部の山。"
http://www.wikidata.org/entity/Q11445456,奈良部山（ならぶやま）は、栃木県佐野市にある山である。
http://www.wikidata.org/entity/Q11445558,奠供山（てんぐやま）は、和歌山県和歌山市和歌浦にある玉津島神社の背後の山である。
http://www.wikidata.org/entity/Q11445587,"奥三界岳（おくさんがいだけ）は、岐阜県中津川市、長野県木曽郡南木曽町および大桑村にまたがる阿寺山地の標高1,811 mの山。"
http://www.wikidata.org/entity/Q11445592,"奥丸山 (おくまるやま) は、中部山岳国立公園内の飛騨山脈 (北アルプス) にある標高2,439mの山。"
http://www.wikidata.org/entity/Q11445594,奥久慈男体山（おくくじなんたいさん）は、茨城県常陸太田市と久慈郡大子町の境にある山である。
http://www.wikidata.org/entity/Q114456099,牛奥ノ雁ヶ腹摺山（うしおくのがんがはらすりやま）は、山梨県大月市と甲州市の境にある山。
http://www.wikidata.org/entity/Q11445624,"奥千丈岳（おくせんじょうだけ）は、山梨県山梨市にある標高2,409.4mの山で、奥秩父の山域の主脈の一つである。"
http://www.wikidata.org/entity/Q11445656,奥大日岳（おくだいにちだけ）は、富山県にある山。
http://www.wikidata.org/entity/Q11445806,"奥念丈岳（おくねんじょうだけ）は、木曽山脈（中央アルプス）の主稜線上にある標高2,303mの山。"
http://www.wikidata.org/entity/Q11446101,"奥茶臼山（おくちゃうすやま）は、長野県飯田市と下伊那郡大鹿村にまたがる赤石山脈（南アルプス）の標高2,474 mの山。"
http://www.wikidata.org/entity/Q11446141,奥野々山（おくののやま）は、徳島県吉野川市にある剣山系の山である。
http://www.wikidata.org/entity/Q11446700,如意ヶ岳（にょいがだけ）は、山口県美祢市秋芳町にある標高545.4mの山である。
http://www.wikidata.org/entity/Q11446839,妙体山（みょうたいさん）は、徳島県阿波市と美馬市の境界に位置する讃岐山脈に属する山である。
http://www.wikidata.org/entity/Q11446941,"妙法ヶ岳（みょうほうがたけ）は、埼玉県秩父市にある標高1,329 mの山で、奥秩父の山域の一つ。"
http://www.wikidata.org/entity/Q11447023,妙見山（みょうけんざん）は、兵庫県西脇市と丹波市の境界にある標高622mの山である。
http://www.wikidata.org/entity/Q11447024,妙見山（みょうけんさん、みょうけんざん）は、兵庫県、大阪府にまたがる山。
http://www.wikidata.org/entity/Q11447025,妙見山（みょうけんさん）は、徳島県鳴門市にある山。
http://www.wikidata.org/entity/Q11447088,妙高山（みょうこうさん）は、新潟県小千谷市の南にある標高237.0mの山である。
http://www.wikidata.org/entity/Q11447188,妻女山（さいじょさん）は、長野県長野市松代町と千曲市土口が境を接する山。
http://www.wikidata.org/entity/Q11447433,"姫次（ひめつぎ・ひめつぐ）は、丹沢山地北部、神奈川県相模原市にある標高1,433 mの山である。"
http://www.wikidata.org/entity/Q11447445,姫神山（ひめかみさん）は、岩手県盛岡市にある山である。
http://www.wikidata.org/entity/Q11447914,"子檀嶺岳（こまゆみだけ）とは、長野県小県郡青木村にある標高1,223の山。"
http://www.wikidata.org/entity/Q11448038,孝霊山（こうれいさん）は、鳥取県西伯郡大山町と米子市との境界にある山である。
http://www.wikidata.org/entity/Q11449539,宇津峰山（うつみねさん）は、阿武隈高地にある福島県の山。
http://www.wikidata.org/entity/Q114496052,十二ヶ岳（じゅうにがたけ）は、山梨県富士河口湖町にある山。
http://www.wikidata.org/entity/Q114497049,小太郎山（こたろうやま）は、山梨県南アルプス市にある山。
http://www.wikidata.org/entity/Q11450013,"守屋山（もりやさん）は、長野県諏訪市と伊那市との境にある標高1,651mの山である。"
http://www.wikidata.org/entity/Q11450150,守門岳（すもんだけ）は、新潟県魚沼市、三条市、長岡市にまたがる第四紀火山である。
http://www.wikidata.org/entity/Q11450341,"安倍荒倉岳（あべあらくらだけ）は、静岡県静岡市と長野県伊那市にまたがる南アルプス国立公園内の赤石山脈にある標高2,693 mの山である。"
http://www.wikidata.org/entity/Q11450666,"安平路山（あんぺいじやま）は、長野県飯田市と大桑村にまたがる木曽山脈（中央アルプス）南部にある主稜線上の標高2,363mの山。"
http://www.wikidata.org/entity/Q11450936,安波山（あんばさん、あんばやま）は、宮城県気仙沼市の標高239 mの山。
http://www.wikidata.org/entity/Q11450944,安満岳（やすまんだけ）は、長崎県平戸市の平戸島北西部にある山である。
http://www.wikidata.org/entity/Q11451237,"安蔵寺山（あぞうじさん・あぞうじやま）は、島根県益田市、鹿足郡津和野町および同郡吉賀町の境に位置する標高1,263.2メートルの山である。"
http://www.wikidata.org/entity/Q11452028,宗箇山（そうこやま）は、広島県広島市西区と安佐南区との境にある山である。
http://www.wikidata.org/entity/Q11452343,"宝剣岳（ほうけんだけ）は長野県の木曽山脈（中央アルプス）にある標高2,931 mの山。"
http://www.wikidata.org/entity/Q11452604,宝満山（ほうまんざん）（標高829.6m）は福岡県筑紫野市と太宰府市にまたがる山であり、別名を御笠山（みかさやま）、竈門山（かまどやま）とも言う。
http://www.wikidata.org/entity/Q11452648,宝登山（ほどさん）は、埼玉県秩父郡長瀞町にある標高497.1メートルの山。
http://www.wikidata.org/entity/Q11452694,宝達山（ほうだつさん）は、石川県中部にある山。
http://www.wikidata.org/entity/Q11453030,室根山（むろねさん）は、岩手県一関市室根町にある山。
http://www.wikidata.org/entity/Q11453147,宮ヶ瀬越（みやがせごえ）は、神奈川県愛甲郡愛川町と清川村の境、仏果山から高取山にかけての登山道の途中にある海抜663mの峠。
http://www.wikidata.org/entity/Q11455286,宮路山（みやじさん）は、愛知県豊川市にある標高361mの山である（資料によっては標高が362mになっているものもある）。
http://www.wikidata.org/entity/Q11455978,富士山（ふじやま）は、秋田県秋田市にある山である。
http://www.wikidata.org/entity/Q11455979,富士山（ふじやま）は、群馬県渋川市にある山である。
http://www.wikidata.org/entity/Q114567313,"丸山（まるやま）は、飛騨山脈にある標高2,854メートルの山。"
http://www.wikidata.org/entity/Q11457300,富谷山（とみやさん）は、茨城県桜川市の北部にある標高365.1mの山である。
http://www.wikidata.org/entity/Q11457369,寒峰（かんぽう）は、徳島県三好市に位置する山である。
http://www.wikidata.org/entity/Q11457450,寒風山（かんぷうさん）とは、岩手県盛岡市川目にある山である。
http://www.wikidata.org/entity/Q11457451,寒風山（かんぷうざん）は、四国山地西部の石鎚山脈に属する山である。
http://www.wikidata.org/entity/Q11458563,射的山（しゃてきやま）は、北海道旭川市永山に存在する、標高およそ171mの山である。
http://www.wikidata.org/entity/Q11458580,将棊頭山（しょうぎかしらやま）は、木曽山脈（中央アルプス）にある標高2730mの山。
http://www.wikidata.org/entity/Q114587694,"硫黄岳（いおうだけ）は、長野県大町市にある標高2,553.8メートルの山。"
http://www.wikidata.org/entity/Q11458782,"小丸（こまる）は、丹沢山地の鍋割山稜にある標高1,341mの山である。"
http://www.wikidata.org/entity/Q11458812,"小五郎山（こごろうさん）は、山口県岩国市錦町宇佐郷にある標高1,161.7mの山である。"
http://www.wikidata.org/entity/Q11459560,小塩山（おしおやま）は、京都府京都市西京区にある山。
http://www.wikidata.org/entity/Q11460039,小岳（こだけ）は、秋田県山本郡藤里町にある山である。
http://www.wikidata.org/entity/Q11462120,小楢山（こならやま）は、山梨県山梨市（旧東山梨郡牧丘町）にあり奥秩父山地の南（西）部に位置する山である。
http://www.wikidata.org/entity/Q11462422,"小河内岳（おごうちだけ、こごうちだけ）は長野県下伊那郡大鹿村と静岡県静岡市葵区の境界に位置する赤石山脈（南アルプス）の標高 2,802 m の山である。"
http://www.wikidata.org/entity/Q11462589,"小津権現山（おづごんげんさん、おづごんげんやま）は、両白山地南部（越美山地）の岐阜県揖斐郡揖斐川町にある標高1,158mの山。"
http://www.wikidata.org/entity/Q11463026,小田山（おだやま）は福島県会津若松市にある標高372mの山である。
http://www.wikidata.org/entity/Q11463253,小真名子山（こまなこさん）は日光国立公園内、栃木県日光市にある山。
http://www.wikidata.org/entity/Q11463299,"小秀山（こひでやま）は、御嶽山系の阿寺山地にある標高1,982 mの山。"
http://www.wikidata.org/entity/Q11463319,"小笄（ここうげ）は、丹沢山地の丹沢主稜にある標高1,288mの山である。"
http://www.wikidata.org/entity/Q11463429,小笠山（おがさやま）は、静岡県に立地する山。
http://www.wikidata.org/entity/Q11463544,小萩山（おはぎやま）は、熊本県熊本市北区貢町にある標高415mの金峰山県立自然公園内にある山である。
http://www.wikidata.org/entity/Q11463545,"小蓮華山（これんげさん）は、飛騨山脈（北アルプス）後立山連峰にある標高2,766mの山。"
http://www.wikidata.org/entity/Q11464036,"小野岳（おのだけ）は、福島県南会津郡下郷町北部にある標高1,383mの山。"
http://www.wikidata.org/entity/Q11464309,小金ヶ嶽（こがねがたけ）は兵庫県丹波篠山市にある標高725 mの山。
http://www.wikidata.org/entity/Q11464342,小金沢山（こがねざわやま）は、山梨県大月市と甲州市の境にある山。
http://www.wikidata.org/entity/Q11464379,小門山（おどむれやま、しょうもんざん）は、大分県国東市国東地区に位置する山である。
http://www.wikidata.org/entity/Q11464776,尖岳（とんがりだけ）は、青森県東津軽郡今別町に位置する山である。
http://www.wikidata.org/entity/Q11464869,尺間山（しゃくまさん）は、大分県佐伯市弥生（旧弥生町）にある山である。
http://www.wikidata.org/entity/Q11464876,尻別岳（しりべつだけ）は、北海道喜茂別町、留寿都村、真狩村にまたがる第四紀火山である。
http://www.wikidata.org/entity/Q11464901,尼ヶ岳（あまがたけ）は、標高957.4mの独立峰の山である。
http://www.wikidata.org/entity/Q11464902,"尼ヶ禿山（あまがはげやま）は、群馬県沼田市と利根郡みなかみ町の境界に位置する標高1,466.0mの山である。"
http://www.wikidata.org/entity/Q11465511,尾鈴山（おすずやま）は、日本国九州地方の宮崎県に位置する山である。
http://www.wikidata.org/entity/Q11465539,尾高山（おだかやま）は三重県三重郡菰野町にある標高533mの山。
http://www.wikidata.org/entity/Q11465541,"尾高山（おだかやま）は長野県飯田市（旧上村）と下伊那郡大鹿村の境界にある標高2,212 mの山。"
http://www.wikidata.org/entity/Q11465569,局ヶ岳（つぼねがだけ）は、三重県松阪市にある山である。
http://www.wikidata.org/entity/Q11465681,屋島（やしま）は、香川県高松市の北東に位置する、硬質の溶岩に覆われた平坦面が侵食された残丘。
http://www.wikidata.org/entity/Q11465718,屏風山（びょうぶざん、びょうぶやま）は、岐阜県瑞浪市と恵那市とにまたがる標高794.1 mの山である。
http://www.wikidata.org/entity/Q11465719,屏風岩山（びょうぶいわやま）は、神奈川県足柄上郡山北町にある山である。
http://www.wikidata.org/entity/Q11465722,"屏風岳（びょうぶだけ）は、宮城県刈田郡蔵王町と同郡七ヶ宿町の蔵王連峰にある標高1,825mの宮城県の最高峰である。"
http://www.wikidata.org/entity/Q11466282,山伏（やんぶし）は、山梨県南巨摩郡早川町と静岡県静岡市葵区との境にある山である。
http://www.wikidata.org/entity/Q11467720,山大寺池（やまだいじいけ）は、香川県木田郡三木町大字上高岡にあるため池である。
http://www.wikidata.org/entity/Q11469016,山本山（やまもとやま）は、新潟県小千谷市にある標高336.6mの山。
http://www.wikidata.org/entity/Q11469970,山毛森（ぶなもり）は、秋田県鹿角市と仙北市との境界にある山である。
http://www.wikidata.org/entity/Q11470025,山犬嶽（やまいぬだけ）は、徳島県勝浦郡上勝町に位置する山である。
http://www.wikidata.org/entity/Q11474245,岩古谷山（いわこややま、いわごやさん）は、愛知県北設楽郡設楽町にある山である。
http://www.wikidata.org/entity/Q11474338,岩堂山（いわどうやま）は、神奈川県三浦市にある山。
http://www.wikidata.org/entity/Q11474386,岩屋山（いわやさん）は、長崎県長崎市北西部に位置する標高475.2mの山。
http://www.wikidata.org/entity/Q11474412,岩岳（いわだけ）は、十和田湖の西岸の青森県平川市と秋田県鹿角郡小坂町との境界に位置する標高879.9mの山である。
http://www.wikidata.org/entity/Q11474476,岩崎山（いわさきやま）は、愛知県小牧市中北部に位置する山。
http://www.wikidata.org/entity/Q11475097,岩本山（いわもとやま）は、静岡県富士市岩本にある標高193mの山。
http://www.wikidata.org/entity/Q11475230,岩橋山（いわはしやま）は、大阪府と奈良県の府県境上に峰を連ね大阪平野と奈良盆地を隔てる、金剛山地の一角を構成する、標高658.8mの山であり、大阪府山岳連盟からは大阪50山、奈良県からは奈良百遊山として、ノミネートされている。
http://www.wikidata.org/entity/Q11475236,岩櫃山（いわびつやま）は、日本の北関東、群馬県吾妻郡東吾妻町にある、標高802.6mの山。
http://www.wikidata.org/entity/Q11475373,岩湧山（いわわきさん）とは、大阪府河内長野市にある山。
http://www.wikidata.org/entity/Q11475570,岩籠山（いわごもりやま）は、福井県敦賀市に所在する標高765.1 mの山である。
http://www.wikidata.org/entity/Q11475591,岩船山（いわふねさん、いわふねやま）は、北関東の栃木県栃木市（旧・岩舟町）にある、標高172.7メートルの山。
http://www.wikidata.org/entity/Q11475594,岩茸石山（いわたけいしやま）は東京都青梅市・西多摩郡奥多摩町の境目の奥多摩山域にある標高793mの山。
http://www.wikidata.org/entity/Q11475595,岩菅山（いわすげやま、いわすごやま）は、長野県下高井郡山ノ内町にある山である。
http://www.wikidata.org/entity/Q11475747,岳ノ台（だけのだい）とは、丹沢山地の大山と表尾根の間に位置する標高899mの山である。
http://www.wikidata.org/entity/Q11475764,岳滅鬼山（がくめきさん、がくめきやま）は、大分県日田市と福岡県田川郡添田町との境界にある山である。
http://www.wikidata.org/entity/Q11476106,"峰の松目（みねのまつめ）は、八ヶ岳連峰にある標高2,568mの山である。"
http://www.wikidata.org/entity/Q11476123,峰寺山（みねでらさん）は、茨城県石岡市の北西部にある標高379.6mの山である。
http://www.wikidata.org/entity/Q11476158,峰相山（みねあいやま）は、兵庫県姫路市にある山である。
http://www.wikidata.org/entity/Q11476831,島熊山（しまくまやま）は、大阪府豊中市緑丘2丁目にある千里丘陵の山である。
http://www.wikidata.org/entity/Q11477059,島路山（しまじやま）は三重県伊勢市宇治にある山域である。
http://www.wikidata.org/entity/Q11477202,崩平山（くえんひらやま、くえのひらやま）は、大分県玖珠郡九重町にある山である。
http://www.wikidata.org/entity/Q11477431,嶽山（だけやま）は、大阪府富田林市にある標高278mの山で、大阪50山のひとつである。
http://www.wikidata.org/entity/Q11477519,"川上岳（かおれだけ）は、岐阜県下呂市と高山市にまたがる標高1,625mの山。"
http://www.wikidata.org/entity/Q11479886,巴山（ともえさん）は、日本の愛知県三河地方の山。
http://www.wikidata.org/entity/Q11479929,"巻機山（まきはたやま）は、新潟県南魚沼市と群馬県利根郡みなかみ町の境、三国山脈（越後山脈・上越山地）にある標高1,967メートルの山。"
http://www.wikidata.org/entity/Q11480478,市房山（いちふさやま）は、九州山地の南部にある日本の山。
http://www.wikidata.org/entity/Q11480690,市章山（ししょうざん）は、六甲山地西部、神戸市中央区にある山。
http://www.wikidata.org/entity/Q11480726,市道山（いちみちやま）は、東京都西多摩郡檜原村、あきる野市境、奥多摩山域にある標高795.1mの山で、北と南を結んだ交易の峰である。
http://www.wikidata.org/entity/Q11480795,布引山（ぬのびきやま）は、福島県伊達郡川俣町の中心市街地の北部にある山である。
http://www.wikidata.org/entity/Q11481089,帝釈山（たいしゃくさん）は、福島県南会津郡南会津町、檜枝岐村、栃木県日光市の境界にある標高2060 mの山。
http://www.wikidata.org/entity/Q11481090,帝釈山（たいしゃくさん）は日光国立公園内、栃木県日光市にある山。
http://www.wikidata.org/entity/Q11481216,帯那山（おびなやま）は、山梨県甲府市と同県山梨市の境にあり奥秩父山地の南（西）部に位置する山。
http://www.wikidata.org/entity/Q11481282,"帰雲山（かえりくもやま）とは、岐阜県大野郡白川村にある標高1,622mの山。"
http://www.wikidata.org/entity/Q11481367,常山（つねやま）は、岡山県岡山市南区および玉野市の境に位置する山である。
http://www.wikidata.org/entity/Q11482417,"平家岳（へいけだけ）は、岐阜県と福井県の県境にある、標高1,442 mの山。"
http://www.wikidata.org/entity/Q11482419,平家平（へいけだいら）は、徳島県那賀郡那賀町に位置する山である。
http://www.wikidata.org/entity/Q11483443,平石山（ひらいしやま）は、徳島県徳島市と勝浦郡勝浦町との境界に位置する山である。
http://www.wikidata.org/entity/Q11484402,広峰山（ひろみねさん）は、兵庫県姫路市中部に位置する山で西播丘陵県立自然公園に含まれている。
http://www.wikidata.org/entity/Q11485454,広森山（ひろもりやま）は、秋田県鹿角市にある山である。
http://www.wikidata.org/entity/Q11485511,広河内岳（ひろごうちだけ）は、山梨県と静岡県とにまたがる赤石山脈にある山。
http://www.wikidata.org/entity/Q11486094,府庁山（ふちょうやま）は、大阪府河内長野市の標高610mの山で、大阪50山のひとつである。
http://www.wikidata.org/entity/Q11486905,弁天山（べんてんやま）は、茨城県桜川市と石岡市との境に位置する標高414.11mの山である。
http://www.wikidata.org/entity/Q11486906,弁天山（べんてんやま）は、福島県福島市にある山である。
http://www.wikidata.org/entity/Q11486934,"弁当沢ノ頭（べんとうざわの あたま/かしら）は丹沢大山国定公園内、神奈川県足柄上郡山北町に位置する標高1,288 mの山。"
http://www.wikidata.org/entity/Q11487099,弓張岳（ゆみはりだけ）は、長崎県佐世保市にある山。
http://www.wikidata.org/entity/Q11487400,弥三郎岳（やさぶろうたけ）は、山梨県甲府市にある、奥秩父山地の南（西）部に位置する山。
http://www.wikidata.org/entity/Q11487483,弥高山（やたかやま）は、岡山県高梁市川上町高山にある山。
http://www.wikidata.org/entity/Q11487485,弥高山（やたかやま）は、岡山県倉敷市玉島地域穂井田地区にある山岳である。
http://www.wikidata.org/entity/Q11487913,彦山（ひこさん）は、広島県福山市にある標高430.1mの山である。
http://www.wikidata.org/entity/Q11487917,彦岳（ひこだけ）は、大分県津久見市と佐伯市との市境にある山。
http://www.wikidata.org/entity/Q11488271,待兼山（まちかねやま）は、大阪府豊中市・池田市・箕面市にまたがる千里丘陵の山。
http://www.wikidata.org/entity/Q11488308,後世山（ごぜやま）は、徳島県阿南市と海部郡美波町との境にある山である。
http://www.wikidata.org/entity/Q11488349,後森（うしろもり）は、秋田県鹿角市にある山である。
http://www.wikidata.org/entity/Q11488810,御前岳（ごぜんだけ）は、福岡県八女市と大分県日田市との境界にある山である。
http://www.wikidata.org/entity/Q11488961,御嶽山（おんたけさん）は、茨城県桜川市に位置する標高230.9mの山である。
http://www.wikidata.org/entity/Q11488969,"御巣鷹山（おすたかやま）は、山梨県南都留郡富士河口湖町と同県都留市との境界にある標高1,775 mの山。"
http://www.wikidata.org/entity/Q11489140,御正体山（みしょうたいやま、みしょうたいさん）は、山梨県都留市と南都留郡道志村の境にある山。
http://www.wikidata.org/entity/Q11489174,御殿森ノ頭（ごてんもりのあたま）は、宮ヶ瀬から丹沢山への登山道の途中にある標高653mの山である。
http://www.wikidata.org/entity/Q11489178,"御池岳（おいけだけ）は、滋賀県東近江市の鈴鹿国定公園内にある標高1,247 mの山。"
http://www.wikidata.org/entity/Q11489191,御津山（みとやま）は、愛知県豊川市御津町にある標高94.8mの山である。
http://www.wikidata.org/entity/Q11489243,御神楽岳（みかぐらだけ）は、新潟県東蒲原郡阿賀町の南東部にある山。
http://www.wikidata.org/entity/Q11489306,御荷鉾山（みかぼやま）は、群馬県神流町、藤岡市にある山である。
http://www.wikidata.org/entity/Q11489352,御雉子山（おきじやま）は、愛知県東海市加木屋町にある山。
http://www.wikidata.org/entity/Q11489372,"御鼻部山（おはなべやま、花部山とも）は、十和田湖の北岸にある標高1,010.6mの山。"
http://www.wikidata.org/entity/Q11489509,徳仙丈山（とくせんじょうさん）は、宮城県気仙沼市にある山である。
http://www.wikidata.org/entity/Q11489514,徳倉山（とくらやま）は静岡県沼津市と駿東郡清水町の境界にある標高256.0mの山である。
http://www.wikidata.org/entity/Q11490447,"徳舜瞥山（とくしゅんべつやま）は、北海道伊達市大滝区にある標高1,309 mの火山である。"
http://www.wikidata.org/entity/Q11490806,志々伎山（しじきさん）は、長崎県平戸市の平戸島最南部にある山である。
http://www.wikidata.org/entity/Q11491428,"念丈岳（ねんじょうだけ）は、木曽山脈（中央アルプス）にある標高2,291 mの山。"
http://www.wikidata.org/entity/Q11492486,悠久山（ゆうきゅうざん）は、新潟県長岡市の市街地東部に位置するなだらかな山で、海抜115メートル。
http://www.wikidata.org/entity/Q11492964,惣岳山（そうがくさん）は、東京都青梅市と西多摩郡奥多摩町との境界の奥多摩山域にある標高756mの山である。
http://www.wikidata.org/entity/Q11493829,愛宕山（あたごやま）は、宮城県仙台市太白区向山にある山である。
http://www.wikidata.org/entity/Q11493830,愛宕山（あたごさん）は、長崎県佐世保市にある山である。
http://www.wikidata.org/entity/Q11493831,愛宕山（あたごやま）は、山口県岩国市にかつてあった山。
http://www.wikidata.org/entity/Q11493832,愛宕山（あたごやま）は宮崎県延岡市の市街地の南部にある標高251.3mの山。
http://www.wikidata.org/entity/Q11493833,愛宕山（あたごやま）は、東京都港区愛宕にある、武蔵野台地末端の小丘。
http://www.wikidata.org/entity/Q11493834,愛宕山（あたごやま）は、山梨県甲府市の市街地北東部に隣接する標高423mの山。
http://www.wikidata.org/entity/Q11493835,愛宕山（あたごさん）は、京都府舞鶴市西部（西舞鶴）市街地西方にある山。
http://www.wikidata.org/entity/Q11495359,成ヶ峰（なりがみね）は、石川県金沢市にある山。
http://www.wikidata.org/entity/Q11496224,戸倉三山（とくらさんざん）は、奥多摩山域の盆堀川（秋川の支流）を取り囲むように位置する東京都の奥多摩山域の山々である。
http://www.wikidata.org/entity/Q11496236,戸倉森（とくらもり）は、秋田県鹿角市にある山である。
http://www.wikidata.org/entity/Q11496402,戸来岳（へらいだけ）は、青森県新郷村と十和田市の境にある山である。
http://www.wikidata.org/entity/Q11496593,戸祭山（とまつりやま）は、栃木県宇都宮市にある山。
http://www.wikidata.org/entity/Q11496659,戸隠山（とがくしやま）は、長野県長野市にある山。
http://www.wikidata.org/entity/Q11496679,房住山（ぼうじゅうざん）とは、秋田県三種町と能代市にまたがる山である。
http://www.wikidata.org/entity/Q11496833,扇山（おうぎやま）は、山梨県大月市と上野原市の境にある山。
http://www.wikidata.org/entity/Q11496911,大鰐テレビ中継局（おおわにテレビちゅうけいきょく）は、青森県南津軽郡大鰐町に設置されているテレビ中継局である。
http://www.wikidata.org/entity/Q11496940,手向山（たむけやま）は、福岡県北九州市小倉北区赤坂4丁目にある高さ76メートルの山である。
http://www.wikidata.org/entity/Q11497071,手柄山（てがらやま）は、兵庫県姫路市中心街の南西に位置する標高約50メートルの山である。
http://www.wikidata.org/entity/Q11497091,手稲山（ていねやま）は、北海道札幌市西部の手稲区と西区に跨る標高1023.1mの山。
http://www.wikidata.org/entity/Q11497107,手箱山（てばこやま）は、四国山地西部の石鎚山脈に属する山である。
http://www.wikidata.org/entity/Q11497220,打吹山（うつぶきやま）は、鳥取県倉吉市にある山である。
http://www.wikidata.org/entity/Q11497506,折宇谷山（おりうだにやま）は、徳島県那賀郡那賀町に位置する山である。
http://www.wikidata.org/entity/Q11497533,折爪岳（おりつめだけ）は、岩手県二戸市、九戸郡軽米町、同郡九戸村を山域に持つ山である。
http://www.wikidata.org/entity/Q11497567,"抜戸岳（ぬけどだけ）は、岐阜県高山市にある飛騨山脈南部の標高2,812.8 mの山。"
http://www.wikidata.org/entity/Q11498646,"摺古木山（すりこぎやま）は、木曽山脈南部の主稜線上にある標高2,169mの山である。"
http://www.wikidata.org/entity/Q11498770,操山（みさおやま）は岡山県岡山市中区にある低山。
http://www.wikidata.org/entity/Q11500024,文殊山（もんじゅさん）は、福井県福井市と鯖江市にまたがる標高365mの山である。
http://www.wikidata.org/entity/Q11500050,文珠山（もんじゅさん）は、大分県国東市にある山である。
http://www.wikidata.org/entity/Q11501887,新富山（しんとみやま）は、日本の宮城県松島町にある標高45メートルの山である。
http://www.wikidata.org/entity/Q11501987,新山（にいやま）は、岩手県紫波郡紫波町土館字馬の子115番地にある標高551.7mの山である。
http://www.wikidata.org/entity/Q11503779,金山（かなやま）は、群馬県太田市金山町にあり八王子丘陵の東南にある標高235.8mの独立峰である。
http://www.wikidata.org/entity/Q11503890,新立山（しんたてやま）とは、福岡県宗像市と宮若市・鞍手町の市境にある山である。
http://www.wikidata.org/entity/Q11504588,旗尾岳（はたおだけ）は大阪府河内長野市にある標高548mの山である。
http://www.wikidata.org/entity/Q11504589,旗山（はたやま）は、徳島県小松島市に位置する山である。
http://www.wikidata.org/entity/Q11504660,日の隈山（ひのくまやま）は、佐賀県神埼市にある標高158mの小高い山である。
http://www.wikidata.org/entity/Q11504710,日ノ岳（ひのたけ）は、山口県美祢市にある標高458.6mの山である。
http://www.wikidata.org/entity/Q11505078,日名倉山（ひなくらやま）は、兵庫県宍粟市、佐用郡佐用町および岡山県美作市にまたがる山である。
http://www.wikidata.org/entity/Q11505099,日向丸（ひなたまる）は、徳島県阿南市と那賀郡那賀町、海部郡美波町の境界にある山である。
http://www.wikidata.org/entity/Q11505120,"日向山（ひなたやま）は、山梨県北杜市にある標高1,660mの山。"
http://www.wikidata.org/entity/Q11505196,日和山（ひよりやま）は、宮城県石巻市の旧北上川河口の西側にある山である。
http://www.wikidata.org/entity/Q11505197,日和山（ひよりやま）は、三重県鳥羽市にある山。
http://www.wikidata.org/entity/Q11505200,日和田山（ひわださん）は、埼玉県日高市にある山である。
http://www.wikidata.org/entity/Q11505268,"日尾山（ひおやま）

山口県長門市と萩市との境にある山。"
http://www.wikidata.org/entity/Q11505270,日山（ひやま）は、福島県二本松市と葛尾村、浪江町の境界にそびえる山。
http://www.wikidata.org/entity/Q11505280,日峰山（ひのみねさん）は、徳島県徳島市と小松島市との境に位置する。
http://www.wikidata.org/entity/Q11506441,日本コバ（にほんコバ）は、滋賀県東近江市にある標高934.1mの山。
http://www.wikidata.org/entity/Q11507565,日本国（にほんこく）は、新潟県村上市と山形県鶴岡市との境にある山である。
http://www.wikidata.org/entity/Q115100969,白滝山（しらたきやま）は、徳島県つるぎ町と三好市の境界に位置する山である。
http://www.wikidata.org/entity/Q115102097,矢筈山（やはずやま）は、徳島県海部郡海陽町と牟岐町にある山である。
http://www.wikidata.org/entity/Q115102223,入道山（にゅうどうやま）は、徳島県海部郡海陽町にある山である。
http://www.wikidata.org/entity/Q115102266,白木山（しらきやま）は、徳島県海部郡海陽町と牟岐町の境にある山である。
http://www.wikidata.org/entity/Q115102327,瀬戸山（せとやま）は、徳島県海部郡海陽町にある山である。
http://www.wikidata.org/entity/Q11510309,日蔭山（ひかげやま）は、新潟県十日町市と中魚沼郡津南町の境にある山である。
http://www.wikidata.org/entity/Q11510580,日野山（ひのさん）は、福井県越前市と南条郡南越前町にまたがる山。
http://www.wikidata.org/entity/Q11510774,"日高（ひったか・にったか）は、丹沢山地の丹沢主脈にある標高1,461mの山である。"
http://www.wikidata.org/entity/Q11511123,"旧羅漢山（きゅうらかんざん）は、広島県山県郡安芸太田町と島根県益田市との境にある標高1,334mの山である。"
http://www.wikidata.org/entity/Q115113426,弥勒山（みろくやま）は、愛知県春日井市と岐阜県多治見市の県境にある山。
http://www.wikidata.org/entity/Q11511465,早稲山（わせやま）は、秋田県鹿角市と大館市との境界にある、標高811.2mの山である。
http://www.wikidata.org/entity/Q11511587,早雲山（そううんざん）は箱根山中部、神奈川県足柄下郡箱根町強羅にある山の総称である。
